k,kind,model,cv_score,features,best_params,accuracy,balanced_accuracy,precision
3,rand_2,XGBoost,485.0,"[np.str_('V176'), np.str_('V416'), np.str_('V224')]","{'clf__colsample_bytree': np.float64(0.9771170310658897), 'clf__learning_rate': np.float64(0.018968367710792175), 'clf__max_depth': 4, 'clf__n_estimators': 267, 'clf__subsample': np.float64(0.6482976441389584)}",0.6023333333333333,0.6020151501530472,0.6160936494317938
4,top+1,XGBoost,455.0,"['V191', 'V176', 'V380', 'V160']","{'clf__colsample_bytree': np.float64(0.7648277835860277), 'clf__learning_rate': np.float64(0.01723516600205961), 'clf__max_depth': 3, 'clf__n_estimators': 230, 'clf__subsample': np.float64(0.6904253682679529)}",0.624,0.6236574888435265,0.6426961900329421
3,rand_2,LightGBM,450.0,"[np.str_('V176'), np.str_('V416'), np.str_('V224')]","{'clf__learning_rate': np.float64(0.049995476341841996), 'clf__max_depth': 5, 'clf__n_estimators': 220, 'clf__num_leaves': 50, 'clf__subsample': np.float64(0.9046322502830205)}",0.598,0.5977417086032148,0.6077659449020582
3,top+1,LightGBM,445.0,"['V191', 'V176', 'V380']","{'clf__learning_rate': np.float64(0.06224942473745767), 'clf__max_depth': 3, 'clf__n_estimators': 305, 'clf__num_leaves': 31, 'clf__subsample': np.float64(0.757245163188121)}",0.5893333333333333,0.5890873104034933,0.5978903620568147
4,top+1,SVM_RBF,445.0,"['V191', 'V176', 'V380', 'V160']","{'clf__C': np.float64(4.721229607750618), 'clf__gamma': np.float64(0.06832788177059916)}",0.6263333333333333,0.6258182617784745,0.6592183125198184
4,top+1,GradientBoosting,445.0,"['V191', 'V176', 'V380', 'V160']","{'clf__learning_rate': np.float64(0.018707545279571126), 'clf__max_depth': 3, 'clf__n_estimators': 316, 'clf__subsample': np.float64(0.7363207269058605)}",0.62,0.6196947592532037,0.6357072069862141
4,top,ExtraTrees,435.0,"['V255', 'V191', 'V176', 'V380']","{'clf__max_depth': 11, 'clf__min_samples_leaf': 1, 'clf__n_estimators': 439}",0.6236666666666667,0.6232021403976695,0.6514917057712187
4,top+1,ExtraTrees,420.0,"['V191', 'V176', 'V380', 'V160']","{'clf__max_depth': 8, 'clf__min_samples_leaf': 1, 'clf__n_estimators': 323}",0.6266666666666666,0.6261062396384908,0.6638805226533647
4,top,GradientBoosting,415.0,"['V255', 'V191', 'V176', 'V380']","{'clf__learning_rate': np.float64(0.012447420336780599), 'clf__max_depth': 2, 'clf__n_estimators': 362, 'clf__subsample': np.float64(0.7694648776168372)}",0.6243333333333334,0.6239515796987481,0.6459305242739237
4,top+1,RandomForest,405.0,"['V191', 'V176', 'V380', 'V160']","{'clf__max_depth': 11, 'clf__min_samples_leaf': 15, 'clf__n_estimators': 251}",0.6253333333333333,0.6251555342130228,0.6332803512512798
3,top,LogRegl2,400.0,"['V255', 'V191', 'V176']",{'clf__C': np.float64(0.041924993150460804)},0.5676666666666667,0.567648935855032,0.5659322199918676
3,top,LogRegl1,400.0,"['V255', 'V191', 'V176']",{'clf__C': np.float64(0.041924993150460804)},0.564,0.5639361495016135,0.5634704821202942
4,top+1,LightGBM,400.0,"['V191', 'V176', 'V380', 'V160']","{'clf__learning_rate': np.float64(0.018618814067432626), 'clf__max_depth': 6, 'clf__n_estimators': 484, 'clf__num_leaves': 15, 'clf__subsample': np.float64(0.8804927450629726)}",0.618,0.6177579753682239,0.6295527533418834
4,top,RandomForest,400.0,"['V255', 'V191', 'V176', 'V380']","{'clf__max_depth': 8, 'clf__min_samples_leaf': 7, 'clf__n_estimators': 401}",0.622,0.621614128963323,0.6435804868063447
4,top+2,ExtraTrees,395.0,"['V176', 'V380', 'V160', 'V416']","{'clf__max_depth': 6, 'clf__min_samples_leaf': 2, 'clf__n_estimators': 238}",0.6016666666666667,0.6010769397613139,0.6349815740971881
3,top+1,LogRegl1,395.0,"['V191', 'V176', 'V380']",{'clf__C': np.float64(0.09469755543803382)},0.5539999999999999,0.5539346163823189,0.5532116130784596
4,top,XGBoost,390.0,"['V255', 'V191', 'V176', 'V380']","{'clf__colsample_bytree': np.float64(0.7648277835860277), 'clf__learning_rate': np.float64(0.01723516600205961), 'clf__max_depth': 3, 'clf__n_estimators': 230, 'clf__subsample': np.float64(0.6904253682679529)}",0.6243333333333334,0.6239902338900772,0.6433459571253115
4,top,SVM_RBF,385.0,"['V255', 'V191', 'V176', 'V380']","{'clf__C': np.float64(0.41924993150460804), 'clf__gamma': np.float64(0.21971482785470117)}",0.6256666666666666,0.6254528851577673,0.6358881080468249
3,top+1,LogRegl2,385.0,"['V191', 'V176', 'V380']",{'clf__C': np.float64(0.041924993150460804)},0.5539999999999999,0.5539359496569817,0.5529905323028599
3,rand_1,ExtraTrees,380.0,"[np.str_('V160'), np.str_('V175'), np.str_('V212')]","{'clf__max_depth': 5, 'clf__min_samples_leaf': 9, 'clf__n_estimators': 367}",0.5803333333333334,0.5797024439105081,0.6082384600092846
4,top+2,GradientBoosting,355.0,"['V176', 'V380', 'V160', 'V416']","{'clf__learning_rate': np.float64(0.012447420336780599), 'clf__max_depth': 2, 'clf__n_estimators': 362, 'clf__subsample': np.float64(0.7694648776168372)}",0.6006666666666666,0.6002623410239821,0.6194051261226227
4,top+2,RandomForest,355.0,"['V176', 'V380', 'V160', 'V416']","{'clf__max_depth': 5, 'clf__min_samples_leaf': 9, 'clf__n_estimators': 367}",0.6,0.5994763340347381,0.6264452552850024
3,rand_1,RandomForest,350.0,"[np.str_('V160'), np.str_('V175'), np.str_('V212')]","{'clf__max_depth': 4, 'clf__min_samples_leaf': 2, 'clf__n_estimators': 564}",0.5796666666666667,0.5792437326231187,0.5980755068093352
4,top,LightGBM,350.0,"['V255', 'V191', 'V176', 'V380']","{'clf__learning_rate': np.float64(0.01659816376671886), 'clf__max_depth': 5, 'clf__n_estimators': 402, 'clf__num_leaves': 28, 'clf__subsample': np.float64(0.8698475964977794)}",0.6106666666666666,0.6104039037714034,0.6220709312951933
3,rand_1,GradientBoosting,345.0,"[np.str_('V160'), np.str_('V175'), np.str_('V212')]","{'clf__learning_rate': np.float64(0.034607386039615676), 'clf__max_depth': 3, 'clf__n_estimators': 138, 'clf__subsample': np.float64(0.8612364919499478)}",0.574,0.5736369756083167,0.5855466921516618
4,top+2,SVM_RBF,345.0,"['V176', 'V380', 'V160', 'V416']","{'clf__C': np.float64(0.15166336526237675), 'clf__gamma': np.float64(0.109860831937539)}",0.6016666666666667,0.601138987302417,0.628827408345834
3,rand_1,XGBoost,335.0,"[np.str_('V160'), np.str_('V175'), np.str_('V212')]","{'clf__colsample_bytree': np.float64(0.7420988439976136), 'clf__learning_rate': np.float64(0.0108576321750405), 'clf__max_depth': 6, 'clf__n_estimators': 215, 'clf__subsample': np.float64(0.7323701126489202)}",0.5713333333333334,0.570976799787373,0.5827073099390595
4,top+2,XGBoost,335.0,"['V176', 'V380', 'V160', 'V416']","{'clf__colsample_bytree': np.float64(0.7648277835860277), 'clf__learning_rate': np.float64(0.01723516600205961), 'clf__max_depth': 3, 'clf__n_estimators': 230, 'clf__subsample': np.float64(0.6904253682679529)}",0.5963333333333333,0.5959175715464718,0.6150870106889731
3,rand_1,SVM_RBF,335.0,"[np.str_('V160'), np.str_('V175'), np.str_('V212')]","{'clf__C': np.float64(0.41924993150460804), 'clf__gamma': np.float64(0.21971482785470117)}",0.5846666666666666,0.5839772585770752,0.6182896669672864
3,rand_0,SVM_RBF,315.0,"[np.str_('V160'), np.str_('V416'), np.str_('V377')]","{'clf__C': np.float64(0.23522021535538676), 'clf__gamma': np.float64(0.41659447770210534)}",0.5536666666666668,0.5528391968398004,0.5802576340094568
5,top,GradientBoosting,305.0,"['V255', 'V191', 'V176', 'V380', 'V160']","{'clf__learning_rate': np.float64(0.07717567274870522), 'clf__max_depth': 2, 'clf__n_estimators': 339, 'clf__subsample': np.float64(0.6621992493842985)}",0.644,0.6438479805241308,0.6520883340711614
3,rand_0,ExtraTrees,305.0,"[np.str_('V160'), np.str_('V416'), np.str_('V377')]","{'clf__max_depth': 4, 'clf__min_samples_leaf': 2, 'clf__n_estimators': 564}",0.5630000000000001,0.5621035184085189,0.5997004959149738
3,rand_2,LogRegl1,300.0,"[np.str_('V176'), np.str_('V416'), np.str_('V224')]",{'clf__C': np.float64(0.041924993150460804)},0.5516666666666666,0.5516106587218591,0.5507333578592728
4,rand_2,SVM_RBF,300.0,"[np.str_('V191'), np.str_('V160'), np.str_('V11'), np.str_('V212')]","{'clf__C': np.float64(0.41924993150460804), 'clf__gamma': np.float64(0.21971482785470117)}",0.5933333333333333,0.5927234840264273,0.622702842377261
4,rand_2,ExtraTrees,300.0,"[np.str_('V191'), np.str_('V160'), np.str_('V11'), np.str_('V212')]","{'clf__max_depth': 5, 'clf__min_samples_leaf': 8, 'clf__n_estimators': 583}",0.5936666666666667,0.5931148717703646,0.619764369767375
3,rand_2,LogRegl2,295.0,"[np.str_('V176'), np.str_('V416'), np.str_('V224')]",{'clf__C': np.float64(0.041924993150460804)},0.5583333333333333,0.5582614848169852,0.5579609261142475
4,top+2,LightGBM,290.0,"['V176', 'V380', 'V160', 'V416']","{'clf__learning_rate': np.float64(0.011979639074434058), 'clf__max_depth': 4, 'clf__n_estimators': 415, 'clf__num_leaves': 61, 'clf__subsample': np.float64(0.8714226754962524)}",0.5943333333333333,0.5938928656175965,0.6142995739534641
3,rand_1,LightGBM,290.0,"[np.str_('V160'), np.str_('V175'), np.str_('V212')]","{'clf__learning_rate': np.float64(0.011979639074434058), 'clf__max_depth': 4, 'clf__n_estimators': 415, 'clf__num_leaves': 61, 'clf__subsample': np.float64(0.8714226754962524)}",0.577,0.5766783307757003,0.5866998402203017
3,top+2,LogRegl1,290.0,"['V176', 'V380', 'V160']",{'clf__C': np.float64(2.197148278547012)},0.544,0.5439182288052676,0.5431501498526892
3,rand_0,RandomForest,285.0,"[np.str_('V160'), np.str_('V416'), np.str_('V377')]","{'clf__max_depth': 4, 'clf__min_samples_leaf': 9, 'clf__n_estimators': 403}",0.561,0.5602407188666824,0.5897899831649832
3,top+2,LogRegl2,285.0,"['V176', 'V380', 'V160']",{'clf__C': np.float64(0.041924993150460804)},0.5436666666666667,0.5435835434498218,0.5428386804944537
4,rand_2,GradientBoosting,280.0,"[np.str_('V191'), np.str_('V160'), np.str_('V11'), np.str_('V212')]","{'clf__learning_rate': np.float64(0.05501111167975336), 'clf__max_depth': 3, 'clf__n_estimators': 147, 'clf__subsample': np.float64(0.6281833256741867)}",0.5906666666666666,0.5903040953022739,0.6050339706787313
5,top,ExtraTrees,280.0,"['V255', 'V191', 'V176', 'V380', 'V160']","{'clf__max_depth': 6, 'clf__min_samples_leaf': 4, 'clf__n_estimators': 383}",0.652,0.6515561682041169,0.6862843441156694
4,rand_2,RandomForest,280.0,"[np.str_('V191'), np.str_('V160'), np.str_('V11'), np.str_('V212')]","{'clf__max_depth': 5, 'clf__min_samples_leaf': 8, 'clf__n_estimators': 583}",0.5943333333333333,0.5937061799100473,0.625405511099484
4,rand_2,XGBoost,280.0,"[np.str_('V191'), np.str_('V160'), np.str_('V11'), np.str_('V212')]","{'clf__colsample_bytree': np.float64(0.7648277835860277), 'clf__learning_rate': np.float64(0.01723516600205961), 'clf__max_depth': 3, 'clf__n_estimators': 230, 'clf__subsample': np.float64(0.6904253682679529)}",0.5886666666666666,0.5881733531022402,0.6095409855000647
4,rand_1,GradientBoosting,270.0,"[np.str_('V380'), np.str_('V416'), np.str_('V377'), np.str_('V175')]","{'clf__learning_rate': np.float64(0.012447420336780599), 'clf__max_depth': 2, 'clf__n_estimators': 362, 'clf__subsample': np.float64(0.7694648776168372)}",0.5986666666666666,0.598292950072787,0.6155780444768609
3,rand_0,GradientBoosting,265.0,"[np.str_('V160'), np.str_('V416'), np.str_('V377')]","{'clf__learning_rate': np.float64(0.018618814067432626), 'clf__max_depth': 2, 'clf__n_estimators': 164, 'clf__subsample': np.float64(0.8804927450629726)}",0.5609999999999999,0.560348115080557,0.5839086270300444
5,top,XGBoost,260.0,"['V255', 'V191', 'V176', 'V380', 'V160']","{'clf__colsample_bytree': np.float64(0.7694648776168372), 'clf__learning_rate': np.float64(0.018707545279571126), 'clf__max_depth': 4, 'clf__n_estimators': 416, 'clf__subsample': np.float64(0.7363207269058605)}",0.6466666666666667,0.6464780688338746,0.6574099287808964
4,rand_1,SVM_RBF,255.0,"[np.str_('V380'), np.str_('V416'), np.str_('V377'), np.str_('V175')]","{'clf__C': np.float64(0.23522021535538676), 'clf__gamma': np.float64(0.41659447770210534)}",0.5873333333333333,0.5870032756988891,0.5986849934848094
5,top+1,ExtraTrees,250.0,"['V191', 'V176', 'V380', 'V160', 'V416']","{'clf__max_depth': 6, 'clf__min_samples_leaf': 4, 'clf__n_estimators': 383}",0.6246666666666666,0.6241415222156497,0.6590230408040388
5,top,SVM_RBF,250.0,"['V255', 'V191', 'V176', 'V380', 'V160']","{'clf__C': np.float64(0.15166336526237675), 'clf__gamma': np.float64(0.109860831937539)}",0.6533333333333334,0.653100867732936,0.6680787877839635
3,rand_0,XGBoost,245.0,"[np.str_('V160'), np.str_('V416'), np.str_('V377')]","{'clf__colsample_bytree': np.float64(0.7648277835860277), 'clf__learning_rate': np.float64(0.01723516600205961), 'clf__max_depth': 3, 'clf__n_estimators': 230, 'clf__subsample': np.float64(0.6904253682679529)}",0.5583333333333335,0.5577846538620502,0.5737665521220062
5,top+1,GradientBoosting,245.0,"['V191', 'V176', 'V380', 'V160', 'V416']","{'clf__learning_rate': np.float64(0.018707545279571126), 'clf__max_depth': 3, 'clf__n_estimators': 316, 'clf__subsample': np.float64(0.7363207269058605)}",0.621,0.6207014420267947,0.6363592886076411
5,top+1,XGBoost,235.0,"['V191', 'V176', 'V380', 'V160', 'V416']","{'clf__colsample_bytree': np.float64(0.7694648776168372), 'clf__learning_rate': np.float64(0.018707545279571126), 'clf__max_depth': 4, 'clf__n_estimators': 416, 'clf__subsample': np.float64(0.7363207269058605)}",0.622,0.6217488526408766,0.6346674856890678
5,top+1,SVM_RBF,230.0,"['V191', 'V176', 'V380', 'V160', 'V416']","{'clf__C': np.float64(0.15166336526237675), 'clf__gamma': np.float64(0.109860831937539)}",0.6310000000000001,0.630633653717415,0.6532242325932668
4,top,LogRegl1,230.0,"['V255', 'V191', 'V176', 'V380']",{'clf__C': np.float64(0.6393794237097356)},0.5626666666666665,0.5626315222430809,0.5612145309958431
4,rand_1,XGBoost,230.0,"[np.str_('V380'), np.str_('V416'), np.str_('V377'), np.str_('V175')]","{'clf__colsample_bytree': np.float64(0.7648277835860277), 'clf__learning_rate': np.float64(0.01723516600205961), 'clf__max_depth': 3, 'clf__n_estimators': 230, 'clf__subsample': np.float64(0.6904253682679529)}",0.5956666666666667,0.5953082156896516,0.6109585402688852
5,top,LightGBM,225.0,"['V255', 'V191', 'V176', 'V380', 'V160']","{'clf__learning_rate': np.float64(0.011979639074434058), 'clf__max_depth': 4, 'clf__n_estimators': 415, 'clf__num_leaves': 61, 'clf__subsample': np.float64(0.8714226754962524)}",0.637,0.6367124850344754,0.6539842873176207
4,top,LogRegl2,225.0,"['V255', 'V191', 'V176', 'V380']",{'clf__C': np.float64(0.014177255479383569)},0.5626666666666665,0.5626301889684181,0.5612665024851861
3,rand_1,LogRegl1,225.0,"[np.str_('V160'), np.str_('V175'), np.str_('V212')]",{'clf__C': np.float64(2.197148278547012)},0.5579999999999999,0.557943947435891,0.5574673915639402
4,rand_1,RandomForest,225.0,"[np.str_('V380'), np.str_('V416'), np.str_('V377'), np.str_('V175')]","{'clf__max_depth': 4, 'clf__min_samples_leaf': 9, 'clf__n_estimators': 403}",0.5906666666666666,0.5902014399269201,0.6112313010684197
5,top+1,RandomForest,220.0,"['V191', 'V176', 'V380', 'V160', 'V416']","{'clf__max_depth': 9, 'clf__min_samples_leaf': 9, 'clf__n_estimators': 295}",0.6283333333333333,0.6280022588010618,0.6474611138221105
3,rand_1,LogRegl2,220.0,"[np.str_('V160'), np.str_('V175'), np.str_('V212')]",{'clf__C': np.float64(0.041924993150460804)},0.559,0.55894263008148,0.5585777781350639
5,top+2,RandomForest,220.0,"['V176', 'V380', 'V160', 'V416', 'V224']","{'clf__max_depth': 11, 'clf__min_samples_leaf': 10, 'clf__n_estimators': 381}",0.612,0.6117686798643076,0.621862701920645
4,rand_1,ExtraTrees,215.0,"[np.str_('V380'), np.str_('V416'), np.str_('V377'), np.str_('V175')]","{'clf__max_depth': 5, 'clf__min_samples_leaf': 9, 'clf__n_estimators': 367}",0.5876666666666667,0.5871414033401137,0.6106896851610935
5,top,RandomForest,215.0,"['V255', 'V191', 'V176', 'V380', 'V160']","{'clf__max_depth': 9, 'clf__min_samples_leaf': 9, 'clf__n_estimators': 295}",0.6503333333333333,0.6501128197641628,0.6636228354978355
5,top+1,LightGBM,200.0,"['V191', 'V176', 'V380', 'V160', 'V416']","{'clf__learning_rate': np.float64(0.018618814067432626), 'clf__max_depth': 6, 'clf__n_estimators': 484, 'clf__num_leaves': 15, 'clf__subsample': np.float64(0.8804927450629726)}",0.618,0.6177579753682239,0.6295527533418834
4,rand_2,LightGBM,200.0,"[np.str_('V191'), np.str_('V160'), np.str_('V11'), np.str_('V212')]","{'clf__learning_rate': np.float64(0.011979639074434058), 'clf__max_depth': 4, 'clf__n_estimators': 415, 'clf__num_leaves': 61, 'clf__subsample': np.float64(0.8714226754962524)}",0.5726666666666667,0.5722237250534352,0.5868710451580307
5,top+2,ExtraTrees,200.0,"['V176', 'V380', 'V160', 'V416', 'V224']","{'clf__max_depth': 4, 'clf__min_samples_leaf': 9, 'clf__n_estimators': 403}",0.6163333333333333,0.61582270911416,0.6465398877845657
4,rand_1,LightGBM,200.0,"[np.str_('V380'), np.str_('V416'), np.str_('V377'), np.str_('V175')]","{'clf__learning_rate': np.float64(0.011979639074434058), 'clf__max_depth': 4, 'clf__n_estimators': 415, 'clf__num_leaves': 61, 'clf__subsample': np.float64(0.8714226754962524)}",0.588,0.5876373327921594,0.6019685822417702
4,rand_0,ExtraTrees,185.0,"[np.str_('V191'), np.str_('V224'), np.str_('V377'), np.str_('V221')]","{'clf__max_depth': 9, 'clf__min_samples_leaf': 9, 'clf__n_estimators': 295}",0.5653333333333334,0.5648475938615286,0.579786496453163
4,top+1,LogRegl1,185.0,"['V191', 'V176', 'V380', 'V160']",{'clf__C': np.float64(0.041924993150460804)},0.5579999999999999,0.557946020605028,0.5572243162147461
4,top+1,LogRegl2,185.0,"['V191', 'V176', 'V380', 'V160']",{'clf__C': np.float64(0.041924993150460804)},0.5523333333333333,0.552283856394417,0.5511814365133954
5,top+2,SVM_RBF,175.0,"['V176', 'V380', 'V160', 'V416', 'V224']","{'clf__C': np.float64(0.15166336526237675), 'clf__gamma': np.float64(0.109860831937539)}",0.615,0.6146974119113536,0.6295444732666731
5,top+2,LightGBM,165.0,"['V176', 'V380', 'V160', 'V416', 'V224']","{'clf__learning_rate': np.float64(0.011979639074434058), 'clf__max_depth': 4, 'clf__n_estimators': 415, 'clf__num_leaves': 61, 'clf__subsample': np.float64(0.8714226754962524)}",0.609,0.6086265551743001,0.6274210765210698
4,rand_0,RandomForest,160.0,"[np.str_('V191'), np.str_('V224'), np.str_('V377'), np.str_('V221')]","{'clf__max_depth': 6, 'clf__min_samples_leaf': 4, 'clf__n_estimators': 383}",0.5646666666666667,0.5640735866642668,0.583486341562538
5,top+2,GradientBoosting,160.0,"['V176', 'V380', 'V160', 'V416', 'V224']","{'clf__learning_rate': np.float64(0.018707545279571126), 'clf__max_depth': 3, 'clf__n_estimators': 316, 'clf__subsample': np.float64(0.7363207269058605)}",0.6116666666666667,0.6113713532675533,0.6255463498807248
3,rand_0,LightGBM,160.0,"[np.str_('V160'), np.str_('V416'), np.str_('V377')]","{'clf__learning_rate': np.float64(0.011979639074434058), 'clf__max_depth': 4, 'clf__n_estimators': 415, 'clf__num_leaves': 61, 'clf__subsample': np.float64(0.8714226754962524)}",0.5416666666666666,0.5412361771054575,0.5490787945366759
4,rand_0,SVM_RBF,155.0,"[np.str_('V191'), np.str_('V224'), np.str_('V377'), np.str_('V221')]","{'clf__C': np.float64(6.393794237097354), 'clf__gamma': np.float64(0.016644299518966215)}",0.5726666666666667,0.571729839142319,0.6192838654860765
5,top+2,XGBoost,150.0,"['V176', 'V380', 'V160', 'V416', 'V224']","{'clf__colsample_bytree': np.float64(0.8698475964977794), 'clf__learning_rate': np.float64(0.06224942473745767), 'clf__max_depth': 3, 'clf__n_estimators': 305, 'clf__subsample': np.float64(0.8157818507942942)}",0.6096666666666667,0.6094012346358526,0.6212277113163496
4,rand_0,GradientBoosting,135.0,"[np.str_('V191'), np.str_('V224'), np.str_('V377'), np.str_('V221')]","{'clf__learning_rate': np.float64(0.018707545279571126), 'clf__max_depth': 3, 'clf__n_estimators': 316, 'clf__subsample': np.float64(0.7363207269058605)}",0.5626666666666668,0.5622709859327338,0.5731921428169613
4,rand_0,XGBoost,130.0,"[np.str_('V191'), np.str_('V224'), np.str_('V377'), np.str_('V221')]","{'clf__colsample_bytree': np.float64(0.7648277835860277), 'clf__learning_rate': np.float64(0.01723516600205961), 'clf__max_depth': 3, 'clf__n_estimators': 230, 'clf__subsample': np.float64(0.6904253682679529)}",0.5683333333333334,0.5678557482624914,0.5831347806964935
4,rand_0,LogRegl1,120.0,"[np.str_('V191'), np.str_('V224'), np.str_('V377'), np.str_('V221')]",{'clf__C': np.float64(0.014177255479383569)},0.5406666666666666,0.5404317715114966,0.5433566612478276
4,rand_2,LogRegl1,100.0,"[np.str_('V191'), np.str_('V160'), np.str_('V11'), np.str_('V212')]",{'clf__C': np.float64(0.01305676922327696)},0.5293333333333333,0.5288674890661371,0.536494444991571
6,top,ExtraTrees,95.0,"['V255', 'V191', 'V176', 'V380', 'V160', 'V416']","{'clf__max_depth': 5, 'clf__min_samples_leaf': 8, 'clf__n_estimators': 583}",0.6546666666666666,0.6542389314502605,0.687925692735723
4,rand_0,LightGBM,90.0,"[np.str_('V191'), np.str_('V224'), np.str_('V377'), np.str_('V221')]","{'clf__learning_rate': np.float64(0.011979639074434058), 'clf__max_depth': 4, 'clf__n_estimators': 415, 'clf__num_leaves': 61, 'clf__subsample': np.float64(0.8714226754962524)}",0.5516666666666666,0.5512532766288628,0.5604508123146131
4,top+2,LogRegl2,90.0,"['V176', 'V380', 'V160', 'V416']",{'clf__C': np.float64(0.014177255479383569)},0.545,0.5449035777441782,0.5444007505545528
