k,kind,model,cv_score,cv_score_std,features,best_params,accuracy,accuracy_std,balanced_accuracy,balanced_accuracy_std,precision,precision_std
4,top+1,SVM_RBF,445.0,49.49747468305833,"['V191', 'V176', 'V380', 'V160']","{'clf__C': np.float64(4.721229607750618), 'clf__gamma': np.float64(0.06832788177059916)}",0.6263333333333333,0.009030811456096053,0.6258182617784745,0.008904708192814106,0.6592183125198184,0.013776055219850633
4,top+1,GradientBoosting,445.0,14.142135623730951,"['V191', 'V176', 'V380', 'V160']","{'clf__learning_rate': np.float64(0.018707545279571126), 'clf__max_depth': 3, 'clf__n_estimators': 316, 'clf__subsample': np.float64(0.7363207269058605)}",0.62,0.005354126134736342,0.6196947592532037,0.005296295244635899,0.6357072069862141,0.006247230438039367
4,top,ExtraTrees,435.0,42.42640687119285,"['V255', 'V191', 'V176', 'V380']","{'clf__max_depth': 11, 'clf__min_samples_leaf': 1, 'clf__n_estimators': 439}",0.6236666666666667,0.007133644853010906,0.6232021403976695,0.007100319722063328,0.6514917057712187,0.00981678156018427
4,top+1,ExtraTrees,420.0,68.19090848492928,"['V191', 'V176', 'V380', 'V160']","{'clf__max_depth': 8, 'clf__min_samples_leaf': 1, 'clf__n_estimators': 323}",0.6266666666666666,0.009672412085697947,0.6261062396384908,0.009635954068361478,0.6638805226533647,0.010127189951909851
4,top,GradientBoosting,415.0,30.822070014844883,"['V255', 'V191', 'V176', 'V380']","{'clf__learning_rate': np.float64(0.012447420336780599), 'clf__max_depth': 2, 'clf__n_estimators': 362, 'clf__subsample': np.float64(0.7694648776168372)}",0.6243333333333334,0.011440668201153687,0.6239515796987481,0.011336210557566095,0.6459305242739237,0.015355621557854516
4,top+1,RandomForest,405.0,42.42640687119285,"['V191', 'V176', 'V380', 'V160']","{'clf__max_depth': 11, 'clf__min_samples_leaf': 15, 'clf__n_estimators': 251}",0.6253333333333333,0.0041096093353126546,0.6251555342130228,0.004059944172112974,0.6332803512512798,0.005564409739568318
3,top,LogRegl1,400.0,7.0710678118654755,"['V255', 'V191', 'V176']",{'clf__C': np.float64(0.041924993150460804)},0.564,0.010033277962194899,0.5639361495016135,0.010076073114305887,0.5634704821202942,0.008967127889980499
3,top,LogRegl2,400.0,18.708286933869708,"['V255', 'V191', 'V176']",{'clf__C': np.float64(0.041924993150460804)},0.5676666666666667,0.007845734863959846,0.567648935855032,0.007884851673922144,0.5659322199918676,0.006337274010007102
4,top,RandomForest,400.0,14.142135623730951,"['V255', 'V191', 'V176', 'V380']","{'clf__max_depth': 8, 'clf__min_samples_leaf': 7, 'clf__n_estimators': 401}",0.622,0.005354126134736341,0.621614128963323,0.005241894337186561,0.6435804868063447,0.010163763196245816
4,top+1,LightGBM,400.0,14.142135623730951,"['V191', 'V176', 'V380', 'V160']","{'clf__learning_rate': np.float64(0.018618814067432626), 'clf__max_depth': 6, 'clf__n_estimators': 484, 'clf__num_leaves': 15, 'clf__subsample': np.float64(0.8804927450629726)}",0.618,0.004966554808583784,0.6177579753682239,0.004939838102356378,0.6295527533418834,0.010345997955289355
4,top+2,ExtraTrees,395.0,18.708286933869708,"['V176', 'V380', 'V160', 'V416']","{'clf__max_depth': 6, 'clf__min_samples_leaf': 2, 'clf__n_estimators': 238}",0.6016666666666667,0.0020548046676563273,0.6010769397613139,0.0020722070141714426,0.6349815740971881,0.00990100868645061
3,top+1,LogRegl1,395.0,68.19090848492928,"['V191', 'V176', 'V380']",{'clf__C': np.float64(0.09469755543803382)},0.5539999999999999,0.008286535263104003,0.5539346163823189,0.008381131953321368,0.5532116130784596,0.005801619733637488
3,rand_1,ExtraTrees,390.0,30.822070014844883,"[np.str_('V160'), np.str_('V175'), np.str_('V212')]","{'clf__max_depth': 10, 'clf__min_samples_leaf': 6, 'clf__n_estimators': 432}",0.5803333333333333,0.006182412330330475,0.5798351074329348,0.0062071588539783,0.6008057333416185,0.011108185048346953
4,top,XGBoost,390.0,32.4037034920393,"['V255', 'V191', 'V176', 'V380']","{'clf__colsample_bytree': np.float64(0.7648277835860277), 'clf__learning_rate': np.float64(0.01723516600205961), 'clf__max_depth': 3, 'clf__n_estimators': 230, 'clf__subsample': np.float64(0.6904253682679529)}",0.6243333333333334,0.012918548250050746,0.6239902338900772,0.012807942043528513,0.6433459571253115,0.01886901728374216
3,top+1,LogRegl2,385.0,43.01162633521314,"['V191', 'V176', 'V380']",{'clf__C': np.float64(0.041924993150460804)},0.5539999999999999,0.01067707825203129,0.5539359496569817,0.010774644093458971,0.5529905323028599,0.008384893236053044
4,top,SVM_RBF,385.0,35.35533905932738,"['V255', 'V191', 'V176', 'V380']","{'clf__C': np.float64(0.41924993150460804), 'clf__gamma': np.float64(0.21971482785470117)}",0.6256666666666666,0.010402991022884833,0.6254528851577673,0.01034791700511031,0.6358881080468249,0.013600874219713876
4,top,LightGBM,360.0,21.213203435596427,"['V255', 'V191', 'V176', 'V380']","{'clf__learning_rate': np.float64(0.010354499341257054), 'clf__max_depth': 3, 'clf__n_estimators': 427, 'clf__num_leaves': 42, 'clf__subsample': np.float64(0.9367764923887465)}",0.618,0.01512172829628502,0.6175941177383882,0.01502182453841958,0.6401210955078047,0.020011257470576433
4,top+2,RandomForest,355.0,43.01162633521314,"['V176', 'V380', 'V160', 'V416']","{'clf__max_depth': 5, 'clf__min_samples_leaf': 9, 'clf__n_estimators': 367}",0.6,0.012961481396815732,0.5994763340347381,0.012896432203629642,0.6264452552850024,0.016518915850265617
4,top+2,GradientBoosting,355.0,25.495097567963924,"['V176', 'V380', 'V160', 'V416']","{'clf__learning_rate': np.float64(0.012447420336780599), 'clf__max_depth': 2, 'clf__n_estimators': 362, 'clf__subsample': np.float64(0.7694648776168372)}",0.6006666666666666,0.010077477638553992,0.6002623410239821,0.010032959310978718,0.6194051261226227,0.011352910476377268
3,rand_1,SVM_RBF,350.0,56.124860801609124,"[np.str_('V160'), np.str_('V175'), np.str_('V212')]","{'clf__C': np.float64(0.1984825563044797), 'clf__gamma': np.float64(0.1314194139850142)}",0.5796666666666667,0.005312459150169747,0.5788451224876212,0.0052968572844517055,0.6226206654278873,0.014806422982731519
3,rand_1,RandomForest,350.0,53.38539126015655,"[np.str_('V160'), np.str_('V175'), np.str_('V212')]","{'clf__max_depth': 4, 'clf__min_samples_leaf': 2, 'clf__n_estimators': 564}",0.5796666666666667,0.010338708279513891,0.5792437326231187,0.01023943534935568,0.5980755068093352,0.02186385158714718
4,top+2,SVM_RBF,345.0,44.15880433163923,"['V176', 'V380', 'V160', 'V416']","{'clf__C': np.float64(0.15166336526237675), 'clf__gamma': np.float64(0.109860831937539)}",0.6016666666666667,0.004784233364802446,0.601138987302417,0.004761266658740017,0.628827408345834,0.002497874539521063
3,rand_1,GradientBoosting,345.0,18.708286933869708,"[np.str_('V160'), np.str_('V175'), np.str_('V212')]","{'clf__learning_rate': np.float64(0.034607386039615676), 'clf__max_depth': 3, 'clf__n_estimators': 138, 'clf__subsample': np.float64(0.8612364919499478)}",0.574,0.002828427124746193,0.5736369756083167,0.0028457597024627457,0.5855466921516618,0.006077146119889963
3,rand_1,XGBoost,335.0,76.48529270389177,"[np.str_('V160'), np.str_('V175'), np.str_('V212')]","{'clf__colsample_bytree': np.float64(0.7420988439976136), 'clf__learning_rate': np.float64(0.0108576321750405), 'clf__max_depth': 6, 'clf__n_estimators': 215, 'clf__subsample': np.float64(0.7323701126489202)}",0.5713333333333334,0.016779617264870927,0.570976799787373,0.016777913116360114,0.5827073099390595,0.023141677253339286
4,top+2,XGBoost,335.0,7.0710678118654755,"['V176', 'V380', 'V160', 'V416']","{'clf__colsample_bytree': np.float64(0.7648277835860277), 'clf__learning_rate': np.float64(0.01723516600205961), 'clf__max_depth': 3, 'clf__n_estimators': 230, 'clf__subsample': np.float64(0.6904253682679529)}",0.5963333333333333,0.008653836657164788,0.5959175715464718,0.008602452639777533,0.6150870106889731,0.01032582150245366
4,top+2,LightGBM,330.0,36.742346141747674,"['V176', 'V380', 'V160', 'V416']","{'clf__learning_rate': np.float64(0.010354499341257054), 'clf__max_depth': 3, 'clf__n_estimators': 427, 'clf__num_leaves': 42, 'clf__subsample': np.float64(0.9367764923887465)}",0.5923333333333334,0.012119772641798572,0.5918648332490816,0.012067795732901097,0.61400300944676,0.01606677750536852
3,rand_0,SVM_RBF,315.0,25.495097567963924,"[np.str_('V160'), np.str_('V416'), np.str_('V377')]","{'clf__C': np.float64(0.23522021535538676), 'clf__gamma': np.float64(0.41659447770210534)}",0.5536666666666668,0.0036817870057290905,0.5528391968398004,0.0035235725592357575,0.5802576340094568,0.01493296672339876
3,rand_0,ExtraTrees,305.0,106.7707825203131,"[np.str_('V160'), np.str_('V416'), np.str_('V377')]","{'clf__max_depth': 4, 'clf__min_samples_leaf': 2, 'clf__n_estimators': 564}",0.5630000000000001,0.019304576314093644,0.5621035184085189,0.01910432810923038,0.5997004959149738,0.035831859162484145
5,top,GradientBoosting,305.0,37.416573867739416,"['V255', 'V191', 'V176', 'V380', 'V160']","{'clf__learning_rate': np.float64(0.07717567274870522), 'clf__max_depth': 2, 'clf__n_estimators': 339, 'clf__subsample': np.float64(0.6621992493842985)}",0.644,0.005715476066494087,0.6438479805241308,0.005710007361621884,0.6520883340711614,0.004419024788143779
3,rand_2,LogRegl1,300.0,30.822070014844883,"[np.str_('V176'), np.str_('V416'), np.str_('V224')]",{'clf__C': np.float64(0.041924993150460804)},0.5516666666666666,0.019189117286165645,0.5516106587218591,0.019171753839057323,0.5507333578592728,0.019335060143092688
4,rand_2,ExtraTrees,300.0,21.213203435596427,"[np.str_('V191'), np.str_('V160'), np.str_('V11'), np.str_('V212')]","{'clf__max_depth': 5, 'clf__min_samples_leaf': 8, 'clf__n_estimators': 583}",0.5936666666666667,0.010338708279513891,0.5931148717703646,0.010236538923242227,0.619764369767375,0.012749875933117976
4,rand_2,SVM_RBF,300.0,32.4037034920393,"[np.str_('V191'), np.str_('V160'), np.str_('V11'), np.str_('V212')]","{'clf__C': np.float64(0.41924993150460804), 'clf__gamma': np.float64(0.21971482785470117)}",0.5933333333333333,0.00654896090146284,0.5927234840264273,0.006385150422701861,0.622702842377261,0.014069258941606313
3,rand_1,LightGBM,300.0,71.76350047203663,"[np.str_('V160'), np.str_('V175'), np.str_('V212')]","{'clf__learning_rate': np.float64(0.010354499341257054), 'clf__max_depth': 3, 'clf__n_estimators': 427, 'clf__num_leaves': 42, 'clf__subsample': np.float64(0.9367764923887465)}",0.5756666666666667,0.002867441755680878,0.5752543743414527,0.002814452864745055,0.5898345592087617,0.006901980588891657
3,rand_2,LogRegl2,295.0,35.35533905932738,"[np.str_('V176'), np.str_('V416'), np.str_('V224')]",{'clf__C': np.float64(0.041924993150460804)},0.5583333333333333,0.018116904322268222,0.5582614848169852,0.01808377555115255,0.5579609261142475,0.01867201226842056
3,top+2,LogRegl1,290.0,12.24744871391589,"['V176', 'V380', 'V160']",{'clf__C': np.float64(2.197148278547012)},0.544,0.01267543556122104,0.5439182288052676,0.012709381177202085,0.5431501498526892,0.012887036646199961
3,rand_0,RandomForest,285.0,73.824115301167,"[np.str_('V160'), np.str_('V416'), np.str_('V377')]","{'clf__max_depth': 4, 'clf__min_samples_leaf': 9, 'clf__n_estimators': 403}",0.561,0.009626352718795727,0.5602407188666824,0.009591677867663658,0.5897899831649832,0.019043149031308458
